SIC,SIC Title (and note),2002 NAICS,2002 NAICS Title
2252,"Hosiery, NEC (girls’ full length and knee length sheer hosiery)",315111,Sheer Hosiery Mills
2252,"Hosiery, NEC (except girls' full-length and knee-length sheer hosiery and dyeing and finishing hosiery without knitting hosiery)",315119,Other Hosiery and Sock Mills
2253,Knit Outerwear Mills (dyeing and finishing knit outerwear without knitting outerwear),313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2253,Knit Outerwear Mills (except bath and lounging robes and dying and finish without knitting garments),315191,Outerwear Knitting Mills
2253,Knit Outerwear Mills (knitting bath or lounging robes),315192,Underwear and Nightwear Knitting Mills
2254,Knit Underwear and Nightwear Mills (dyeing and finishing underwear and nightwear without knitting garments),313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2254,Knit Underwear and Nightwear Mills (except dyeing and finishing underwear and nightwear without knitting garments),315192,Underwear and Nightwear Knitting Mills
2257,Weft Knit Fabric Mills (except finishing without knitting weft fabric),313241,Weft Knit Fabric Mills
2257,Weft Knit Fabric Mills (finishing weft fabric without knitting weft fabric),313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2258,Lace and Warp Knit Fabric Mills (except finishing lace or warp fabric without knitting lace or warp fabric),313249,Other Knit Fabric and Lace Mills
2258,Lace and Warp Knit Fabric Mills (finishing lace or warp fabric without knitting lace or warp fabric),313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2259,"Knitting Mills, NEC (knitting weft fabric and fabricating textile products, such as bedspreads, curtains, or towels)",313241,Weft Knit Fabric Mills
2259,"Knitting Mills, NEC (knitting lace or warp fabric and fabricating textile products, such as bedspreads, curtains, or towels)",313249,Other Knit Fabric and Lace Mills
2259,"Knitting Mills, NEC (dyeing and finishing knit gloves and mittens without knitting gloves or mittens)",313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2259,"Knitting Mills, NEC (knitting gloves and mittens)",315191,Outerwear Knitting Mills
2259,"Knitting Mills, NEC (knitting girdles and allied foundation garments)",315192,Underwear and Nightwear Knitting Mills
2261,Finishers of Broadwoven Fabrics of Cotton,313311,Broadwoven Fabric Finishing Mills
2262,Finishers of Broadwoven Fabrics of Manmade Fiber and Silk,313311,Broadwoven Fabric Finishing Mills
2269,"Finishers of Textiles, NEC (linen fabric finishing)",313311,Broadwoven Fabric Finishing Mills
2269,"Finishers of Textiles, NEC (except linen fabric finishing)",313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2273,Carpets and Rugs,314110,Carpet and Rug Mills
2281,Yarn Spinning Mills,313111,Yarn Spinning Mills
2282,"Yarn Texturizing, Throwing, Twisting and Winding Mills ",313112,"Yarn Texturing, Throwing, and Twisting Mills"
2284,Thread Mills (except finishing thread without manufacturing thread),313113,Thread Mills
2284,Thread Mills (finishing thread without manufacturing thread),313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2295,"Coated Fabrics, Not Rubberized",313320,Fabric Coating Mills
2296,Tire Cord and Fabrics,314992,Tire Cord and Tire Fabric Mills
2297,Nonwoven Fabrics,313230,Nonwoven Fabric Mills
2298,Cordage and Twine (hemp rope made in spinning mills),313111,Yarn Spinning Mills
2298,Cordage and Twine (except hemp rope made in spinning mills),314991,"Rope, Cordage, and Twine Mills"
2299,"Textile Goods, NEC (hemp bags made in spinning mills)",313111,Yarn Spinning Mills
2299,"Textile Goods, NEC (spinning yarn of flax, hemp, jute, and ramie)",313111,Yarn Spinning Mills
2299,"Textile Goods, NEC (manufacturing thread of hemp, linen, and ramie)",313113,Thread Mills
2299,"Textile Goods, NEC (broadwoven fabrics of jute, linen, hemp, and ramie and hand woven fabrics)",313210,Broadwoven Fabric Mills
2299,"Textile Goods, NEC (narrow woven fabric of jute, linen, hemp, and ramie)",313221,Narrow Fabric Mills
2299,"Textile Goods, NEC (nonwoven felt)",313230,Nonwoven Fabric Mills
2299,"Textile Goods, NEC (finishing hard fiber thread and yarn without manufacturing thread or yarn)",313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills
2299,"Textile Goods, NEC (manufacturing other textile products)",314999,All Other Miscellaneous Textile Product Mills
2311,"Men’s and Boys’ Suits, Coats, and Overcoats (contractors)",315211,Men’s and Boys’ Cut and Sew Apparel Contractors
2311,"Men’s and Boys’ Suits, Coats, and Overcoats (except contractors)",315222,"Men’s and Boys’ Cut and Sew Suit, Coat and Overcoat Manufacturing "
2321,"Men’s and Boys’ Shirts, Except Work Shirts (contractors)",315211,Men's and Boys' Cut and Sew Apparel Contractors
2321,"Men’s and Boys’ Shirts, Except Work Shirts (except contractors)",315223,Men’s and Boys’ Cut and Sew Shirt (except Work Shirt) Manufacturing
2322,Men’s and Boys’ Underwear and Nightwear (contractors),315211,Men's and Boys' Cut and Sew Apparel Contractors
2322,Men’s and Boys’ Underwear and Nightwear (except contractors),315221,Men’s and Boys’ Cut and Sew Underwear and Nightwear Manufacturing
2323,Men's and Boys' Neckwear (contractors),315211,Men's and Boys' Cut and Sew Apparel Contractors
2323,Men’s and Boys’ Neckwear (except contractors),315993,Men’s and Boys’ Neckwear Manufacturing
2325,Men’s and Boys’ Separate Trousers and Slacks (contractors),315211,Men's and Boys' Cut and Sew Apparel Contractors
2325,Men’s and Boys’ Separate Trousers and Slacks (except  contractors),315224,"Men’s and Boys’ Cut and Sew Trouser, Slack and Jean Manufacturing "
2326,Men’s and Boys’ Work Clothing (contractors),315211,Men's and Boys' Cut and Sew Apparel Contractors
2326,Men’s and Boys’ Work Clothing (except contractors),315225,Men’s and Boys’ Cut and Sew Work Clothing Manufacturing
2329,"Men’s and Boys’ Clothing, NEC (contractors)",315211,Men's and Boys' Cut and Sew Apparel Contractors
2329,"Men’s and Boys’ Clothing, NEC (except team athletic uniforms and contractors)",315228,Men’s and Boys’ Cut and Sew Other Outerwear Manufacturing
2329,"Men’s and Boys’ Clothing, NEC (team athletic uniforms except contractors)",315299,All Other Cut and Sew Apparel Manufacturing
2331,"Women’s, Misses’, and Juniors’ Blouses and Shirts (contractors)",315212,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors"
2331,"Women’s, Misses’, and Juniors’ Blouses and Shirts (except contractors)",315232,Women’s and Girls’ Cut and Sew Blouse and Shirt Manufacturing
2335,"Women’s, Misses’, and Juniors’ Dresses (contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2335,"Women’s, Misses’, and Juniors’ Dresses (except contractors)",315233,Women’s and Girls’ Cut and Sew Dress Manufacturing
2337,"Women’s, Misses’, and Juniors’ Suits, Skirts, and Coats (contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2337,"Women’s, Misses’, and Juniors’ Suits, Skirts, and Coats (except contractors)",315234,"Women’s and Girls’ Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing"
2339,"Women’s, Misses’, and Juniors’ Outerwear, NEC (contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2339,"Women’s, Misses’, and Juniors’ Outerwear, NEC (except team athletic uniforms, scarves,  and contractors)",315239,Women’s and Girls’ Cut and Sew Other Outerwear Manufacturing 
2339,"Women’s, Misses’, and Juniors’ Outerwear, NEC (team athletic uniforms except contractors)",315299,All Other Cut and Sew Apparel Manufacturing
2339,"Women’s, Misses’, and Juniors’ Outerwear, NEC (scarves except contractors)",315999,Other Apparel Accessories and Other Apparel Manufacturing
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (boys’ contractors)",315211,Men's and Boys' Cut and Sew Apparel Contractors
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (women's, girls', and infants' contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (boys’ except contractors)",315221,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (women and girls’ except contractors)",315231,"Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing"
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (infants’ except contractors)",315291,Infants’ Cut and Sew Apparel Manufacturing
2342,"Brassieres, Girdles, and Allied Garments (contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2342,"Brassieres, Girdles, and Allied Garments (except contractors)",315231,"Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing"
2353,"Hats, Caps, and Millinery (men's and boys' contractors)",315211,Men's and Boys' Cut and Sew Apparel Contractors
2353,"Hats, Caps, and Millinery (women's, girls', and infants' contractors)",315212,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors"
2353,"Hats, Caps, and Millinery (except contractors)",315991,"Hat, Cap, and Millinery Manufacturing"
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ contractors)",315211,Men's and Boys' Cut and Sew Apparel Contractors
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ and infants’ contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ shirts except  contractors)",315223,Men’s and Boys’ Cut and Sew Shirt (except Work Shirt) Manufacturing
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ blouses and shirts except contractors)",315232,Women’s and Girls’ Cut and Sew Blouse and Shirt Manufacturing
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ dresses except contractors)",315233,Women’s and Girls’ Cut and Sew Dress Manufacturing
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (infants’ except contractors)",315291,Infants’ Cut and Sew Apparel Manufacturing
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ contractors)",315211,Men's and Boys' Cut and Sew Apparel Contractors
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ and infants' contractors)",315212,"Women's, Girls', and Infants' Cut and Sew Apparel Contractors"
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ robes except contractors)",315221,Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ suits and coats except contractors)",315222,"Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing"
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ trousers, slacks, and jeans except contractors)",315224,"Men’s and Boys’ Cut and Sew Trouser, Slack and Jean Manufacturing "
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ other outerwear except contractors)",315228,Men’s and Boys’ Cut and Sew Other Outerwear Manufacturing
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ robes except contractors)",315231,"Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing"
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ suits, coats, jackets, and skirts except contractors)",315234,"Women’s and Girls’ Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing"
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ other outerwear except contractors)",315239,Women’s and Girls’ Cut and Sew Other Outerwear Manufacturing 
